1,KBS,韩国广播电台
2,VOA,美国之音
3,Youmiuri,读卖新闻
4,Asahi,朝日新闻
5,FT,金融时报
6,Reuters,路透社
7,UPI,美国合众国际社
8,AP,美联社
9,bloomberg,彭博社
10,NHK,日本广播协会
11,washingtonpost,华盛顿邮报
12,wsj,华尔街日报
13,NBC,美国全国广播公司
14,time,时代周刊
15,NTD,新唐人电视台
16,CNN,有线电视新闻网
17,TheTimes,泰晤士报
18,theglobeandmail,环球邮报,
19,Mirror,明镜周刊
20,Epochtimes,大纪元
21,YNA,韩联社,kr
22,Kyodo,共同通讯社
23,ChinaAid,对华援助新闻网
24,NPR,全国公众广播电台
25,BBC,全国公众广播电台
